[0, 1, 3, 10, 28, 61, 119, 222, 407, 606, 1213, 3909, 4612]
[0, 1, 4, 14, 24, 36, 65, 232, 430, 589, 1147, 3738, 4815]
[0, 1, 4, 14, 24, 35, 90, 220, 362, 866, 1976, 2610, 7252]
[0, 1, 4, 13, 22, 51, 116, 198, 323, 725, 1784, 2526, 5020]
[0, 1, 4, 13, 22, 51, 115, 135, 439, 879, 1733, 2256, 7250]
[0, 1, 4, 13, 22, 51, 116, 197, 419, 864, 1670, 2235, 5959]
[0, 2, 6, 8, 29, 54, 96, 247, 264, 628, 1901, 3129, 6358]
[0, 2, 6, 8, 29, 53, 74, 129, 388, 915, 1665, 2743, 5006]
[0, 2, 6, 7, 18, 37, 92, 227, 377, 600, 1150, 2233, 4448]
[0, 2, 6, 8, 29, 53, 74, 129, 387, 759, 1432, 3281, 7720]
[0, 2, 6, 7, 18, 37, 92, 228, 466, 750, 1291, 2446, 4861]
[0, 1, 4, 14, 24, 36, 66, 186, 390, 647, 1119, 2585, 7071]
[0, 2, 6, 7, 18, 37, 92, 228, 466, 749, 1031, 3620, 6664]
[0, 2, 6, 8, 29, 54, 96, 247, 264, 628, 1901, 3129, 6357]
[0, 2, 6, 7, 18, 37, 92, 228, 466, 749, 1031, 3620, 6663]
[0, 1, 4, 13, 22, 51, 116, 197, 419, 864, 1670, 2235, 5960]
[0, 1, 4, 13, 22, 52, 101, 154, 340, 635, 1838, 2938, 4214]
[0, 1, 4, 13, 22, 51, 115, 135, 439, 879, 1733, 2256, 7249]
[0, 2, 6, 8, 30, 31, 114, 145, 482, 610, 1178, 3882, 4565]
[0, 1, 3, 10, 28, 61, 119, 221, 369, 985, 1900, 2625, 5407]
[0, 2, 6, 7, 18, 38, 87, 216, 491, 943, 1609, 2652, 4636]
[0, 1, 4, 13, 22, 51, 116, 197, 419, 864, 1669, 4048, 7355]
[0, 1, 4, 13, 21, 57, 122, 208, 284, 535, 1703, 3675, 6486]
[0, 2, 6, 7, 18, 38, 87, 216, 491, 943, 1609, 2652, 4635]
[0, 1, 3, 10, 27, 49, 82, 150, 473, 855, 1269, 4070, 7867]
[0, 2, 6, 7, 18, 37, 92, 227, 378, 808, 1809, 3719, 6478]
[0, 1, 4, 13, 22, 52, 101, 154, 340, 635, 1837, 2880, 4378]
[0, 1, 4, 13, 22, 51, 116, 198, 323, 726, 1436, 3799, 6600]
[0, 1, 4, 13, 22, 52, 101, 154, 340, 635, 1837, 2880, 4377]
[0, 1, 3, 10, 28, 61, 119, 221, 370, 890, 1570, 2306, 4630]
[0, 2, 6, 7, 18, 38, 87, 216, 491, 943, 1609, 2651, 5877]
[0, 1, 3, 10, 28, 61, 119, 221, 370, 890, 1570, 2306, 4629]
[0, 1, 3, 9, 15, 46, 94, 250, 424, 932, 1598, 4054, 5093]
[0, 2, 6, 8, 29, 53, 73, 244, 315, 941, 1430, 2293, 5773]
[0, 2, 6, 8, 29, 53, 73, 243, 382, 619, 1458, 3756, 4919]
[0, 2, 6, 8, 29, 53, 73, 244, 315, 941, 1430, 2293, 5774]
[0, 1, 3, 10, 28, 61, 119, 222, 408, 790, 1754, 2813, 7615]
[0, 1, 4, 14, 24, 35, 90, 219, 274, 802, 2007, 2442, 6324]
[0, 1, 3, 10, 28, 61, 119, 222, 407, 605, 1073, 3012, 7570]
[0, 2, 6, 8, 30, 31, 114, 145, 482, 610, 1177, 2280, 4224]
[0, 1, 4, 14, 24, 35, 90, 219, 274, 801, 1626, 2671, 8060]
[0, 1, 3, 9, 15, 46, 94, 249, 309, 765, 1250, 3575, 4305]
[0, 1, 4, 13, 21, 57, 122, 207, 456, 871, 1627, 2368, 4689]
[0, 1, 4, 14, 24, 36, 66, 186, 390, 647, 1119, 2585, 7072]
[0, 1, 3, 10, 28, 61, 119, 221, 369, 985, 1900, 2625, 5408]
[0, 2, 6, 7, 18, 37, 92, 228, 466, 750, 1291, 2445, 4416]
[0, 1, 4, 13, 22, 51, 116, 197, 419, 864, 1670, 2236, 4583]
[0, 1, 4, 13, 22, 51, 116, 197, 419, 864, 1669, 4048, 7356]
[0, 2, 6, 7, 17, 34, 100, 206, 300, 763, 1675, 2082, 4653]
[0, 1, 3, 10, 28, 61, 119, 222, 407, 606, 1213, 3909, 4611]
[0, 1, 4, 14, 24, 36, 65, 231, 399, 803, 1277, 3764, 5386]
[0, 1, 4, 14, 24, 35, 90, 219, 273, 523, 1846, 2165, 6746]
[0, 1, 4, 14, 23, 40, 103, 181, 358, 1002, 1361, 2179, 7825]
[0, 1, 4, 13, 22, 52, 101, 154, 340, 635, 1837, 2879, 7169]
[0, 1, 3, 10, 27, 49, 82, 150, 473, 855, 1270, 3052, 6783]
[0, 2, 6, 7, 18, 37, 92, 228, 466, 750, 1291, 2445, 4415]
[0, 1, 3, 10, 27, 50, 126, 128, 484, 565, 1787, 2348, 5919]
[0, 2, 6, 8, 29, 53, 73, 244, 316, 769, 1244, 3358, 4489]
[0, 1, 3, 9, 15, 46, 94, 250, 424, 932, 1598, 4053, 8187]
[0, 1, 3, 10, 27, 49, 82, 150, 473, 855, 1269, 4070, 7868]
[0, 1, 3, 10, 28, 61, 119, 222, 408, 790, 1754, 2813, 7616]
[0, 2, 6, 7, 18, 37, 92, 227, 378, 808, 1809, 3719, 6477]
[0, 1, 3, 10, 28, 61, 119, 221, 370, 890, 1569, 3314, 7832]
[0, 1, 4, 14, 23, 40, 103, 181, 358, 1002, 1361, 2179, 7826]
[0, 1, 3, 9, 15, 46, 94, 250, 424, 931, 2026, 3863, 7928]
[0, 1, 3, 10, 28, 61, 119, 221, 370, 890, 1569, 3314, 7831]
[0, 1, 3, 10, 28, 61, 119, 222, 407, 605, 1073, 3011, 4300]
[0, 1, 3, 9, 15, 46, 94, 250, 424, 931, 2025, 3470, 5993]
[0, 2, 5, 12, 25, 47, 75, 224, 471, 549, 1306, 3923, 5469]
[0, 2, 6, 7, 18, 38, 88, 203, 453, 841, 1454, 4003, 5508]
[0, 1, 3, 9, 15, 46, 94, 250, 424, 931, 2025, 3470, 5994]
[0, 2, 6, 7, 18, 38, 87, 216, 491, 944, 1942, 2519, 6573]
[0, 1, 3, 9, 15, 46, 94, 250, 424, 932, 1598, 4054, 5094]
[0, 1, 3, 9, 15, 46, 94, 250, 424, 932, 1598, 4053, 8188]
[0, 2, 6, 8, 29, 54, 95, 209, 298, 713, 1227, 4034, 4656]
[0, 1, 4, 14, 24, 35, 90, 219, 274, 802, 2007, 2442, 6323]
[0, 2, 5, 11, 20, 44, 124, 237, 457, 786, 1808, 3794, 6566]
[0, 1, 3, 10, 27, 49, 82, 150, 473, 855, 1269, 4069, 6657]
[0, 1, 4, 14, 24, 35, 89, 218, 356, 692, 1984, 3944, 7917]
[0, 1, 4, 13, 21, 58, 117, 166, 261, 583, 1656, 3501, 5743]
[0, 1, 4, 14, 24, 35, 90, 220, 362, 866, 1976, 2610, 7251]
[0, 2, 6, 8, 29, 54, 95, 209, 297, 927, 1580, 2127, 6257]
[0, 1, 4, 14, 23, 40, 103, 181, 358, 1001, 1247, 3848, 7646]
[0, 2, 6, 7, 18, 37, 92, 227, 378, 808, 1810, 2811, 5377]
[0, 2, 6, 8, 30, 32, 86, 188, 428, 659, 1259, 3306, 5492]
[0, 1, 3, 10, 27, 50, 126, 128, 484, 566, 1163, 3431, 7833]
[0, 2, 6, 8, 29, 54, 96, 248, 406, 996, 1406, 2430, 6196]
[0, 1, 4, 14, 24, 35, 90, 219, 274, 801, 1626, 2671, 8059]
[0, 2, 6, 8, 29, 54, 96, 248, 406, 995, 1184, 3423, 7655]
[0, 2, 6, 7, 17, 34, 99, 140, 318, 780, 1514, 3533, 4444]
[0, 2, 6, 8, 29, 54, 96, 248, 406, 995, 1184, 3423, 7656]
[0, 1, 3, 10, 27, 49, 82, 150, 473, 855, 1270, 3052, 6784]
[0, 1, 4, 14, 23, 40, 103, 182, 488, 799, 1336, 2342, 5567]
[0, 2, 6, 8, 29, 53, 73, 244, 315, 941, 1429, 3783, 6631]
[0, 2, 6, 8, 29, 54, 96, 247, 264, 628, 1902, 2773, 5263]
[0, 2, 6, 8, 29, 54, 96, 248, 405, 825, 1749, 2606, 4625]
[0, 2, 6, 8, 30, 32, 86, 188, 427, 632, 1821, 3290, 6645]
[0, 1, 4, 14, 23, 40, 103, 182, 488, 800, 1671, 2832, 6443]
[0, 2, 6, 8, 29, 54, 96, 247, 264, 628, 1902, 2773, 5264]
